YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2012,06029,Kern,Sex=Female,Rate of discharges per 100000 population,12784.4721772480
YR_2012,06029,Kern,Sex=Female,Mean length of stay days,3.6535251260
YR_2012,06029,Kern,Sex=Female,Aggregate number of days in the hospital,195595.1211471560
YR_2012,06029,Kern,Sex=Female,Number of inpatient days per 100000 population,46708.3903226101
YR_2012,06029,Kern,Sex=Female,Mean cost per stay $,10335.8515025226
YR_2012,06029,Kern,Sex=Female,Aggregate costs for all hospital stays $,553340146.0390520100
YR_2012,06029,Kern,Sex=Female,Costs for inpatient stays per capita $,1321.3840596217
YR_2012,06029,Kern,Sex=Missing,Total number of discharges,14.0000000000
YR_2012,06029,Kern,Sex=Missing,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Sex=Missing,Mean length of stay days,2.9285714286
YR_2012,06029,Kern,Sex=Missing,Aggregate number of days in the hospital,41.0000000000
YR_2012,06029,Kern,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Sex=Missing,Mean cost per stay $,6176.5400663241
YR_2012,06029,Kern,Sex=Missing,Aggregate costs for all hospital stays $,86471.5609285373
YR_2012,06029,Kern,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Medicare,Total number of discharges,25128.0000000000
YR_2012,06029,Kern,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Medicare,Mean length of stay days,4.9292998687
YR_2012,06029,Kern,Payer=Medicare,Aggregate number of days in the hospital,123863.4471015930
YR_2012,06029,Kern,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Medicare,Mean cost per stay $,15766.2685118375
YR_2012,06029,Kern,Payer=Medicare,Aggregate costs for all hospital stays $,396174795.1654520000
YR_2012,06029,Kern,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Medicaid,Total number of discharges,31882.0000000000
YR_2012,06029,Kern,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Medicaid,Mean length of stay days,3.6352493083
YR_2012,06029,Kern,Payer=Medicaid,Aggregate number of days in the hospital,115899.0184478760
YR_2012,06029,Kern,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Medicaid,Mean cost per stay $,8653.3948201172
YR_2012,06029,Kern,Payer=Medicaid,Aggregate costs for all hospital stays $,275887533.6549760100
YR_2012,06029,Kern,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Private insurance,Total number of discharges,25863.0000000000
YR_2012,06029,Kern,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Private insurance,Mean length of stay days,3.3394424467
YR_2012,06029,Kern,Payer=Private insurance,Aggregate number of days in the hospital,86368.0000000000
YR_2012,06029,Kern,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Private insurance,Mean cost per stay $,10724.7179017041
YR_2012,06029,Kern,Payer=Private insurance,Aggregate costs for all hospital stays $,277373379.0917720200
YR_2012,06029,Kern,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Uninsured,Total number of discharges,3460.0000000000
YR_2012,06029,Kern,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Uninsured,Mean length of stay days,3.6460650141
YR_2012,06029,Kern,Payer=Uninsured,Aggregate number of days in the hospital,12615.3849487305
YR_2012,06029,Kern,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Uninsured,Mean cost per stay $,10874.9440218685
YR_2012,06029,Kern,Payer=Uninsured,Aggregate costs for all hospital stays $,37627306.3156651030
YR_2012,06029,Kern,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Other,Total number of discharges,4687.0000000000
YR_2012,06029,Kern,Payer=Other,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Other,Mean length of stay days,5.4631960742
YR_2012,06029,Kern,Payer=Other,Aggregate number of days in the hospital,25606.0000000000
YR_2012,06029,Kern,Payer=Other,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Other,Mean cost per stay $,15892.0703765768
YR_2012,06029,Kern,Payer=Other,Aggregate costs for all hospital stays $,74486133.8550156060
YR_2012,06029,Kern,Payer=Other,Costs for inpatient stays per capita $,†
YR_2012,06029,Kern,Payer=Missing,Total number of discharges,†
YR_2012,06029,Kern,Payer=Missing,Rate of discharges per 100000 population,†
YR_2012,06029,Kern,Payer=Missing,Mean length of stay days,†
YR_2012,06029,Kern,Payer=Missing,Aggregate number of days in the hospital,†
YR_2012,06029,Kern,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2012,06029,Kern,Payer=Missing,Mean cost per stay $,†
YR_2012,06029,Kern,Payer=Missing,Aggregate costs for all hospital stays $,†
YR_2012,06029,Kern,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Amador,Total number of discharges,4314.0000000000
YR_2012,06005,Amador,Amador,Rate of discharges per 100000 population,11118.8432691564
YR_2012,06005,Amador,Amador,Mean length of stay days,4.1036161335
YR_2012,06005,Amador,Amador,Aggregate number of days in the hospital,17703.0000000000
YR_2012,06005,Amador,Amador,Number of inpatient days per 100000 population,45627.4646253769
YR_2012,06005,Amador,Amador,Mean cost per stay $,18621.2621601569
YR_2012,06005,Amador,Amador,Aggregate costs for all hospital stays $,80332124.9589167980
YR_2012,06005,Amador,Amador,Costs for inpatient stays per capita $,2070.4689543266
YR_2012,06005,Amador,Age group=<1,Total number of discharges,314.0000000000
YR_2012,06005,Amador,Age group=<1,Rate of discharges per 100000 population,104666.6666666670
YR_2012,06005,Amador,Age group=<1,Mean length of stay days,4.0955414013
YR_2012,06005,Amador,Age group=<1,Aggregate number of days in the hospital,1286.0000000000
YR_2012,06005,Amador,Age group=<1,Number of inpatient days per 100000 population,428666.6666666670
YR_2012,06005,Amador,Age group=<1,Mean cost per stay $,10731.9992939938
YR_2012,06005,Amador,Age group=<1,Aggregate costs for all hospital stays $,3369847.7783140400
YR_2012,06005,Amador,Age group=<1,Costs for inpatient stays per capita $,11232.8259277135
YR_2012,06005,Amador,Age group=1-17,Total number of discharges,75.0000000000
YR_2012,06005,Amador,Age group=1-17,Rate of discharges per 100000 population,1175.3643629525
YR_2012,06005,Amador,Age group=1-17,Mean length of stay days,3.8933333333
YR_2012,06005,Amador,Age group=1-17,Aggregate number of days in the hospital,292.0000000000
YR_2012,06005,Amador,Age group=1-17,Number of inpatient days per 100000 population,4576.0852530951
YR_2012,06005,Amador,Age group=1-17,Mean cost per stay $,26367.9338778069
YR_2012,06005,Amador,Age group=1-17,Aggregate costs for all hospital stays $,1977595.0408355100
YR_2012,06005,Amador,Age group=1-17,Costs for inpatient stays per capita $,309.9192980466
YR_2012,06005,Amador,Age group=18-44,Total number of discharges,736.0000000000
YR_2012,06005,Amador,Age group=18-44,Rate of discharges per 100000 population,6349.7541195755
YR_2012,06005,Amador,Age group=18-44,Mean length of stay days,3.0801630435
YR_2012,06005,Amador,Age group=18-44,Aggregate number of days in the hospital,2267.0000000000
YR_2012,06005,Amador,Age group=18-44,Number of inpatient days per 100000 population,19558.2779742904
YR_2012,06005,Amador,Age group=18-44,Mean cost per stay $,12602.8945089022
YR_2012,06005,Amador,Age group=18-44,Aggregate costs for all hospital stays $,9275730.3585519902
YR_2012,06005,Amador,Age group=18-44,Costs for inpatient stays per capita $,800.2528132648
YR_2012,06005,Amador,Age group=45-64,Total number of discharges,1200.0000000000
YR_2012,06005,Amador,Age group=45-64,Rate of discharges per 100000 population,9281.4602830845
YR_2012,06005,Amador,Age group=45-64,Mean length of stay days,4.3391666667
YR_2012,06005,Amador,Age group=45-64,Aggregate number of days in the hospital,5207.0000000000
YR_2012,06005,Amador,Age group=45-64,Number of inpatient days per 100000 population,40273.8030783510
YR_2012,06005,Amador,Age group=45-64,Mean cost per stay $,21472.8333871689
YR_2012,06005,Amador,Age group=45-64,Aggregate costs for all hospital stays $,25767400.0646026990
YR_2012,06005,Amador,Age group=45-64,Costs for inpatient stays per capita $,1992.9925024830
YR_2012,06005,Amador,Age group=65-84,Total number of discharges,1989.0000000000
YR_2012,06005,Amador,Age group=65-84,Rate of discharges per 100000 population,26177.9415635694
YR_2012,06005,Amador,Age group=65-84,Mean length of stay days,4.3494218200
YR_2012,06005,Amador,Age group=65-84,Aggregate number of days in the hospital,8651.0000000000
YR_2012,06005,Amador,Age group=65-84,Number of inpatient days per 100000 population,113858.9102395370
YR_2012,06005,Amador,Age group=65-84,Mean cost per stay $,20081.2225825101
YR_2012,06005,Amador,Age group=65-84,Aggregate costs for all hospital stays $,39941551.7166126000
YR_2012,06005,Amador,Age group=65-84,Costs for inpatient stays per capita $,5256.8507128998
YR_2012,06005,Amador,Age group=Missing,Total number of discharges,†
YR_2012,06005,Amador,Age group=Missing,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Age group=Missing,Mean length of stay days,†
YR_2012,06005,Amador,Age group=Missing,Aggregate number of days in the hospital,†
YR_2012,06005,Amador,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Age group=Missing,Mean cost per stay $,†
YR_2012,06005,Amador,Age group=Missing,Aggregate costs for all hospital stays $,†
YR_2012,06005,Amador,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Sex=Male,Total number of discharges,2137.0000000000
YR_2012,06005,Amador,Sex=Male,Rate of discharges per 100000 population,10189.2909931817
YR_2012,06005,Amador,Sex=Male,Mean length of stay days,4.5680861020
YR_2012,06005,Amador,Sex=Male,Aggregate number of days in the hospital,9762.0000000000
YR_2012,06005,Amador,Sex=Male,Number of inpatient days per 100000 population,46545.5585753111
YR_2012,06005,Amador,Sex=Male,Mean cost per stay $,21441.8482279894
YR_2012,06005,Amador,Sex=Male,Aggregate costs for all hospital stays $,45821229.6632134020
YR_2012,06005,Amador,Sex=Male,Costs for inpatient stays per capita $,2184.7723102662
YR_2012,06005,Amador,Sex=Female,Total number of discharges,2177.0000000000
YR_2012,06005,Amador,Sex=Female,Rate of discharges per 100000 population,12212.4985975541
YR_2012,06005,Amador,Sex=Female,Mean length of stay days,3.6476802940
YR_2012,06005,Amador,Sex=Female,Aggregate number of days in the hospital,7941.0000000000
YR_2012,06005,Amador,Sex=Female,Number of inpatient days per 100000 population,44547.2904745877
YR_2012,06005,Amador,Sex=Female,Mean cost per stay $,15852.5012842000
YR_2012,06005,Amador,Sex=Female,Aggregate costs for all hospital stays $,34510895.2957034040
YR_2012,06005,Amador,Sex=Female,Costs for inpatient stays per capita $,1935.9864970102
YR_2012,06005,Amador,Sex=Missing,Total number of discharges,†
YR_2012,06005,Amador,Sex=Missing,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Sex=Missing,Mean length of stay days,†
YR_2012,06005,Amador,Sex=Missing,Aggregate number of days in the hospital,†
YR_2012,06005,Amador,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Sex=Missing,Mean cost per stay $,†
YR_2012,06005,Amador,Sex=Missing,Aggregate costs for all hospital stays $,†
YR_2012,06005,Amador,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Medicare,Total number of discharges,2154.0000000000
YR_2012,06005,Amador,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Medicare,Mean length of stay days,4.5315691736
YR_2012,06005,Amador,Payer=Medicare,Aggregate number of days in the hospital,9761.0000000000
YR_2012,06005,Amador,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Medicare,Mean cost per stay $,20890.6851776039
YR_2012,06005,Amador,Payer=Medicare,Aggregate costs for all hospital stays $,44998535.8725588020
YR_2012,06005,Amador,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Medicaid,Total number of discharges,639.0000000000
YR_2012,06005,Amador,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Medicaid,Mean length of stay days,4.1924882629
YR_2012,06005,Amador,Payer=Medicaid,Aggregate number of days in the hospital,2679.0000000000
YR_2012,06005,Amador,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Medicaid,Mean cost per stay $,15624.2813080625
YR_2012,06005,Amador,Payer=Medicaid,Aggregate costs for all hospital stays $,9983915.7558519598
YR_2012,06005,Amador,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Private insurance,Total number of discharges,993.0000000000
YR_2012,06005,Amador,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Private insurance,Mean length of stay days,3.2094662638
YR_2012,06005,Amador,Payer=Private insurance,Aggregate number of days in the hospital,3187.0000000000
YR_2012,06005,Amador,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Private insurance,Mean cost per stay $,16259.9377312980
YR_2012,06005,Amador,Payer=Private insurance,Aggregate costs for all hospital stays $,16146118.1671789010
YR_2012,06005,Amador,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Uninsured,Total number of discharges,81.0000000000
YR_2012,06005,Amador,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Uninsured,Mean length of stay days,3.3827160494
YR_2012,06005,Amador,Payer=Uninsured,Aggregate number of days in the hospital,274.0000000000
YR_2012,06005,Amador,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Uninsured,Mean cost per stay $,11358.9260850618
YR_2012,06005,Amador,Payer=Uninsured,Aggregate costs for all hospital stays $,920073.0128900020
YR_2012,06005,Amador,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Other,Total number of discharges,447.0000000000
YR_2012,06005,Amador,Payer=Other,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Other,Mean length of stay days,4.0313199105
YR_2012,06005,Amador,Payer=Other,Aggregate number of days in the hospital,1802.0000000000
YR_2012,06005,Amador,Payer=Other,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Other,Mean cost per stay $,18531.2799786068
YR_2012,06005,Amador,Payer=Other,Aggregate costs for all hospital stays $,8283482.1504372200
YR_2012,06005,Amador,Payer=Other,Costs for inpatient stays per capita $,†
YR_2012,06005,Amador,Payer=Missing,Total number of discharges,†
YR_2012,06005,Amador,Payer=Missing,Rate of discharges per 100000 population,†
YR_2012,06005,Amador,Payer=Missing,Mean length of stay days,†
YR_2012,06005,Amador,Payer=Missing,Aggregate number of days in the hospital,†
YR_2012,06005,Amador,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2012,06005,Amador,Payer=Missing,Mean cost per stay $,†
YR_2012,06005,Amador,Payer=Missing,Aggregate costs for all hospital stays $,†
YR_2012,06005,Amador,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2012,06113,Yolo,Yolo,Total number of discharges,15342.0000000000
YR_2012,06113,Yolo,Yolo,Rate of discharges per 100000 population,7418.9414637685
YR_2012,06113,Yolo,Yolo,Mean length of stay days,3.7824273237
YR_2012,06113,Yolo,Yolo,Aggregate number of days in the hospital,58030.0000000000
YR_2012,06113,Yolo,Yolo,Number of inpatient days per 100000 population,28061.6069053894
YR_2012,06113,Yolo,Yolo,Mean cost per stay $,17435.4194511352
